n,pearson_r,pearson_p,spearman_rho,spearman_p,kendall_tau,kendall_p,dCor,dCor_p,MI,element,index,date
97,-0.036000,0.726200,0.032900,0.749400,0.021500,0.755300,0.149600,0.736500,0.000000,Mn_мг_кг,GNDVI,date2
97,-0.002500,0.980300,0.056300,0.583900,0.040000,0.562100,0.161200,0.648000,0.000000,Mn_мг_кг,CIre,date2
97,-0.038800,0.705800,0.032900,0.749400,0.021500,0.755300,0.153800,0.704800,0.000000,Mn_мг_кг,CIgreen,date2
97,-0.094700,0.356100,-0.049900,0.627200,-0.034000,0.622400,0.139300,0.778300,0.000000,Mn_мг_кг,OSAVI,date2
97,-0.113800,0.267200,-0.078900,0.442300,-0.054200,0.432200,0.150600,0.685800,0.000000,Mn_мг_кг,EVI,date2
97,-0.090700,0.377000,-0.049900,0.627200,-0.034000,0.622400,0.136200,0.788600,0.000000,Mn_мг_кг,EVI2,date2
97,0.346600,0.000500,0.456000,0.000000,0.312800,0.000000,0.435800,0.000000,0.142543,Mn_мг_кг,CCCI,date2
97,0.230300,0.023200,0.459200,0.000000,0.313300,0.000000,0.415000,0.000000,0.060843,Mn_мг_кг,MTCI,date2
97,0.299800,0.002800,0.459200,0.000000,0.313300,0.000000,0.426700,0.000000,0.075421,Mn_мг_кг,Datt,date2
97,-0.094700,0.356100,-0.049900,0.627200,-0.034000,0.622400,0.139300,0.778300,0.000000,Mn_мг_кг,SAVI,date2
97,-0.086900,0.397200,-0.049900,0.627200,-0.034000,0.622400,0.133900,0.796200,0.000000,Mn_мг_кг,WDRVI,date2
97,0.124700,0.223600,0.079400,0.439300,0.052900,0.443200,0.169900,0.581900,0.000000,Mn_мг_кг,SIPI,date2
97,0.146400,0.152400,0.097600,0.341600,0.064500,0.349800,0.166200,0.574600,0.000000,Mn_мг_кг,PSRI,date2
97,-0.004000,0.969100,0.087300,0.395000,0.059000,0.393100,0.154300,0.727800,0.000000,Mn_мг_кг,ARI,date2
97,-0.220700,0.029800,-0.238700,0.018500,-0.160100,0.020400,0.251600,0.011500,0.121065,Mn_мг_кг,TCARI,date2
97,-0.159100,0.119500,-0.136800,0.181400,-0.089500,0.194800,0.162600,0.578300,0.000000,Mn_мг_кг,MCARI,date2
97,-0.152600,0.135800,-0.250300,0.013400,-0.174700,0.011400,0.270500,0.001200,0.049832,Mn_мг_кг,TCARI_OSAVI,date2
97,-0.207800,0.041100,-0.213200,0.036000,-0.144100,0.036800,0.216900,0.116100,0.000000,Mn_мг_кг,MCARI_OSAVI,date2
97,-0.079000,0.441500,-0.049900,0.627200,-0.034000,0.622400,0.133400,0.799000,0.000000,Mn_мг_кг,SR,date2
97,-0.122300,0.232900,-0.084200,0.412000,-0.055500,0.421300,0.147700,0.760600,0.000000,Mn_мг_кг,DVI,date2
97,-0.113200,0.269700,-0.069100,0.501400,-0.044300,0.520800,0.139000,0.792400,0.000000,Mn_мг_кг,RDVI,date2
97,-0.134400,0.189200,-0.102300,0.318800,-0.064100,0.353000,0.151000,0.692600,0.000000,Mn_мг_кг,RENDVI,date2
97,-0.025500,0.803800,0.029900,0.771500,0.020700,0.764800,0.150000,0.723000,0.000000,Mn_мг_кг,LCI,date2
97,0.270100,0.007500,0.368900,0.000200,0.256900,0.000200,0.382500,0.000000,0.110839,Mn_мг_кг,CVI,date2
97,0.144900,0.156800,0.118900,0.246000,0.078300,0.256600,0.187500,0.367300,0.000000,Mn_мг_кг,NPCI,date2
97,-0.135200,0.186800,-0.104400,0.308700,-0.064500,0.349800,0.154400,0.656500,0.000000,Mn_мг_кг,NGRDI,date2
97,-0.204000,0.045100,-0.194400,0.056400,-0.123500,0.073600,0.210400,0.152900,0.026169,Mn_мг_кг,TGI,date2
97,-0.103500,0.313300,-0.062300,0.544300,-0.040400,0.557900,0.140800,0.767900,0.000000,Mn_мг_кг,ARVI,date2
97,-0.066600,0.516700,-0.000700,0.994900,-0.003000,0.965200,0.128000,0.839600,0.000000,Mn_мг_кг,BNDVI,date2
97,-0.071300,0.487400,-0.023400,0.820100,-0.018500,0.788700,0.142400,0.764100,0.000000,Mn_мг_кг,GRNDVI,date2
97,-0.086200,0.401400,-0.049900,0.627200,-0.034000,0.622400,0.134700,0.796700,0.000000,Mn_мг_кг,MSR,date2
97,-0.123600,0.227800,-0.065400,0.524600,-0.041300,0.549500,0.153200,0.769600,0.000000,Mn_мг_кг,NLI,date2
97,-0.114200,0.265400,-0.076100,0.458800,-0.052100,0.450700,0.139900,0.790200,0.000000,Mn_мг_кг,NIRv,date2
97,-0.098900,0.335100,-0.049900,0.627200,-0.034000,0.622400,0.143600,0.762800,0.000000,Mn_мг_кг,MSAVI2,date2
97,-0.136500,0.182600,-0.101900,0.320800,-0.065000,0.346500,0.155900,0.645200,0.000000,Mn_мг_кг,VARI,date2
97,-0.127900,0.211900,-0.096000,0.349700,-0.059400,0.389600,0.144500,0.728500,0.000000,Mn_мг_кг,GLI,date2
97,-0.002500,0.980300,0.056300,0.583900,0.040000,0.562100,0.161200,0.648000,0.000000,Mn_мг_кг,SRre,date2
97,-0.057600,0.575000,-0.007700,0.940200,-0.008600,0.900800,0.133200,0.847800,0.000000,Mn_мг_кг,RTVIcore,date2
97,-0.038200,0.710400,0.040000,0.697500,0.025000,0.717700,0.138800,0.792400,0.000000,Mn_мг_кг,CRI700,date2
97,0.103300,0.314000,0.061000,0.552600,0.041300,0.549500,0.124000,0.848000,0.000000,Mn_мг_кг,BGI,date2
97,0.143600,0.160600,0.104400,0.308700,0.064500,0.349800,0.159800,0.624700,0.000000,Mn_мг_кг,RGRI,date2
97,-0.133900,0.191100,-0.118900,0.246000,-0.078300,0.256600,0.184200,0.395200,0.000000,Mn_мг_кг,SRPI,date2
97,-0.131000,0.201100,-0.279500,0.005600,-0.202300,0.003400,0.316500,0.000000,0.046214,Cu_мг_кг,NDVI,date2
97,-0.110800,0.279900,-0.316800,0.001600,-0.225100,0.001100,0.361100,0.000000,0.080254,Cu_мг_кг,NDRE,date2
97,-0.117000,0.253600,-0.310900,0.001900,-0.222100,0.001300,0.354400,0.000000,0.095979,Cu_мг_кг,GNDVI,date2
97,-0.055100,0.592200,-0.316800,0.001600,-0.225100,0.001100,0.366100,0.000000,0.093737,Cu_мг_кг,CIre,date2
97,-0.033600,0.744100,-0.310900,0.001900,-0.222100,0.001300,0.365600,0.000000,0.110252,Cu_мг_кг,CIgreen,date2
97,-0.131000,0.201100,-0.279500,0.005600,-0.202300,0.003400,0.316500,0.000000,0.046214,Cu_мг_кг,OSAVI,date2
97,-0.109900,0.283800,-0.257200,0.011000,-0.174800,0.011300,0.287700,0.000400,0.072698,Cu_мг_кг,EVI,date2
97,-0.116500,0.255900,-0.279500,0.005600,-0.202300,0.003400,0.317700,0.000000,0.045714,Cu_мг_кг,EVI2,date2
97,0.041900,0.683600,0.013100,0.898500,0.005400,0.937900,0.208200,0.352400,0.144489,Cu_мг_кг,CCCI,date2
97,-0.005100,0.960400,-0.213600,0.035600,-0.151100,0.028400,0.273200,0.042800,0.058897,Cu_мг_кг,MTCI,date2
97,-0.052100,0.612000,-0.213600,0.035600,-0.151100,0.028400,0.269800,0.025200,0.034156,Cu_мг_кг,Datt,date2
97,-0.130900,0.201100,-0.279500,0.005600,-0.202300,0.003400,0.316500,0.000000,0.046214,Cu_мг_кг,SAVI,date2
97,-0.095500,0.352200,-0.279500,0.005600,-0.202300,0.003400,0.319700,0.000000,0.051955,Cu_мг_кг,WDRVI,date2
97,0.147000,0.150900,0.259600,0.010200,0.176100,0.010700,0.294800,0.000100,0.034723,Cu_мг_кг,SIPI,date2
97,0.125700,0.220100,0.249700,0.013700,0.165800,0.016300,0.283100,0.000600,0.041531,Cu_мг_кг,PSRI,date2
97,-0.162300,0.112200,-0.271800,0.007100,-0.190300,0.005800,0.309500,0.000000,0.070048,Cu_мг_кг,ARI,date2
97,-0.060300,0.557500,-0.147600,0.149000,-0.089600,0.193700,0.259700,0.009000,0.095261,Cu_мг_кг,TCARI,date2
97,0.039500,0.700700,-0.210400,0.038600,-0.146800,0.033300,0.270100,0.018600,0.045281,Cu_мг_кг,MCARI,date2
97,0.110600,0.281000,0.246000,0.015100,0.170500,0.013500,0.279000,0.003200,0.034531,Cu_мг_кг,TCARI_OSAVI,date2
97,0.063400,0.537300,-0.159200,0.119300,-0.106800,0.121400,0.249700,0.086800,0.000000,Cu_мг_кг,MCARI_OSAVI,date2
97,0.031400,0.759800,-0.279500,0.005600,-0.202300,0.003400,0.333800,0.000000,0.086131,Cu_мг_кг,SR,date2
97,0.046800,0.648900,-0.213000,0.036200,-0.148100,0.031800,0.302600,0.000500,0.024393,Cu_мг_кг,DVI,date2
97,-0.034200,0.739300,-0.246900,0.014800,-0.173100,0.012100,0.302900,0.000100,0.029038,Cu_мг_кг,RDVI,date2
97,-0.099200,0.333700,-0.251500,0.013000,-0.178200,0.009800,0.295600,0.000200,0.008480,Cu_мг_кг,RENDVI,date2
97,-0.117600,0.251200,-0.312300,0.001800,-0.227200,0.001000,0.348300,0.000000,0.053254,Cu_мг_кг,LCI,date2
97,-0.005000,0.961400,0.005800,0.954700,0.000600,0.992500,0.136900,0.855500,0.036963,Cu_мг_кг,CVI,date2
97,0.007700,0.940200,0.221100,0.029500,0.149400,0.030300,0.264900,0.020600,0.053319,Cu_мг_кг,NPCI,date2
97,-0.087400,0.394400,-0.248300,0.014200,-0.167500,0.015200,0.286900,0.000700,0.022631,Cu_мг_кг,NGRDI,date2
97,-0.036400,0.723600,-0.180900,0.076200,-0.126600,0.066400,0.250100,0.021500,0.042885,Cu_мг_кг,TGI,date2
97,-0.124200,0.225600,-0.273700,0.006700,-0.193300,0.005100,0.310000,0.000000,0.032986,Cu_мг_кг,ARVI,date2
97,-0.137500,0.179300,-0.307600,0.002200,-0.221600,0.001300,0.327700,0.000000,0.080989,Cu_мг_кг,BNDVI,date2
97,-0.116100,0.257600,-0.293200,0.003600,-0.210900,0.002200,0.332100,0.000000,0.040201,Cu_мг_кг,GRNDVI,date2
97,-0.047600,0.643500,-0.279500,0.005600,-0.202300,0.003400,0.325700,0.000000,0.053641,Cu_мг_кг,MSR,date2
97,-0.103000,0.315500,-0.256100,0.011300,-0.176100,0.010700,0.301600,0.000000,0.015010,Cu_мг_кг,NLI,date2
97,0.033000,0.748100,-0.229300,0.023900,-0.159300,0.020900,0.303300,0.000400,0.012725,Cu_мг_кг,NIRv,date2
97,-0.142800,0.162800,-0.279500,0.005600,-0.202300,0.003400,0.315700,0.000000,0.051318,Cu_мг_кг,MSAVI2,date2
97,-0.086300,0.400900,-0.247700,0.014400,-0.167000,0.015400,0.285900,0.000800,0.038836,Cu_мг_кг,VARI,date2
97,-0.102100,0.319600,-0.248400,0.014200,-0.176100,0.010700,0.290700,0.000300,0.001107,Cu_мг_кг,GLI,date2
97,-0.055100,0.592200,-0.316800,0.001600,-0.225100,0.001100,0.366100,0.000000,0.093737,Cu_мг_кг,SRre,date2
97,0.060000,0.559100,-0.249500,0.013700,-0.178200,0.009800,0.329400,0.000000,0.029321,Cu_мг_кг,RTVIcore,date2
97,-0.162000,0.112900,-0.273500,0.006700,-0.188100,0.006400,0.303000,0.000100,0.095690,Cu_мг_кг,CRI700,date2
97,0.125500,0.220700,0.261800,0.009600,0.190700,0.005700,0.295700,0.000100,0.103195,Cu_мг_кг,BGI,date2
97,0.109100,0.287500,0.248300,0.014200,0.167500,0.015200,0.286200,0.000500,0.030641,Cu_мг_кг,RGRI,date2
97,0.023100,0.822300,-0.221100,0.029500,-0.149400,0.030300,0.268000,0.025200,0.056109,Cu_мг_кг,SRPI,date2
97,-0.088900,0.386600,-0.248300,0.014200,-0.168400,0.014800,0.304100,0.000000,0.106280,Zn_мг_кг,NDVI,date2
97,-0.035900,0.726900,-0.287800,0.004300,-0.201600,0.003500,0.339900,0.000000,0.099286,Zn_мг_кг,NDRE,date2
97,-0.061200,0.551500,-0.274200,0.006600,-0.192500,0.005300,0.334900,0.000000,0.103562,Zn_мг_кг,GNDVI,date2
97,0.052000,0.613100,-0.287800,0.004300,-0.201600,0.003500,0.356000,0.000000,0.086013,Zn_мг_кг,CIre,date2
97,0.059200,0.564500,-0.274200,0.006600,-0.192500,0.005300,0.359500,0.000000,0.081577,Zn_мг_кг,CIgreen,date2
97,-0.088900,0.386600,-0.248300,0.014200,-0.168400,0.014800,0.304100,0.000000,0.106280,Zn_мг_кг,OSAVI,date2
97,-0.054600,0.595300,-0.207200,0.041700,-0.137800,0.046100,0.278600,0.002400,0.072743,Zn_мг_кг,EVI,date2
97,-0.070900,0.490400,-0.248300,0.014200,-0.168400,0.014800,0.312000,0.000000,0.102179,Zn_мг_кг,EVI2,date2
97,0.084900,0.408400,-0.059600,0.562100,-0.044800,0.516800,0.194700,0.737400,0.000000,Zn_мг_кг,CCCI,date2
97,0.090100,0.380000,-0.223800,0.027600,-0.161100,0.019700,0.298900,0.085300,0.024412,Zn_мг_кг,MTCI,date2
97,0.010700,0.917500,-0.223800,0.027600,-0.161100,0.019700,0.282900,0.053000,0.029797,Zn_мг_кг,Datt,date2
97,-0.088900,0.386700,-0.248300,0.014200,-0.168400,0.014800,0.304100,0.000000,0.106280,Zn_мг_кг,SAVI,date2
97,-0.040400,0.694400,-0.248300,0.014200,-0.168400,0.014800,0.321100,0.000000,0.100562,Zn_мг_кг,WDRVI,date2
97,0.082200,0.423400,0.209000,0.039900,0.140400,0.042100,0.253200,0.012300,0.084073,Zn_мг_кг,SIPI,date2
97,0.080400,0.433900,0.225600,0.026300,0.146900,0.033500,0.278500,0.001600,0.101524,Zn_мг_кг,PSRI,date2
97,-0.229700,0.023600,-0.355500,0.000400,-0.248500,0.000300,0.365400,0.000000,0.117241,Zn_мг_кг,ARI,date2
97,-0.009300,0.928000,0.038800,0.706000,0.030200,0.662600,0.170900,0.672200,0.069692,Zn_мг_кг,TCARI,date2
97,0.143400,0.161000,-0.114300,0.264900,-0.068500,0.321600,0.275200,0.041600,0.019569,Zn_мг_кг,MCARI,date2
97,0.159500,0.118600,0.413900,0.000000,0.303700,0.000000,0.412700,0.000000,0.165722,Zn_мг_кг,TCARI_OSAVI,date2
97,0.175600,0.085400,-0.042700,0.677700,-0.022800,0.741100,0.255800,0.139800,0.000000,Zn_мг_кг,MCARI_OSAVI,date2
97,0.170300,0.095300,-0.248300,0.014200,-0.168400,0.014800,0.362300,0.000000,0.070055,Zn_мг_кг,SR,date2
97,0.188600,0.064300,-0.085600,0.404600,-0.053400,0.439500,0.271100,0.066000,0.042882,Zn_мг_кг,DVI,date2
97,0.069200,0.500400,-0.147800,0.148500,-0.100800,0.144600,0.267900,0.023200,0.064376,Zn_мг_кг,RDVI,date2
97,-0.053500,0.603000,-0.217500,0.032300,-0.145200,0.035600,0.296600,0.000200,0.071629,Zn_мг_кг,RENDVI,date2
97,-0.054600,0.595500,-0.272500,0.006900,-0.191700,0.005500,0.331800,0.000000,0.099482,Zn_мг_кг,LCI,date2
97,-0.028300,0.782800,-0.037200,0.717300,-0.031900,0.644600,0.175800,0.517800,0.000000,Zn_мг_кг,CVI,date2
97,-0.141700,0.166100,0.136900,0.181000,0.086200,0.212500,0.277900,0.042100,0.041943,Zn_мг_кг,NPCI,date2
97,-0.030400,0.767700,-0.219000,0.031200,-0.146000,0.034600,0.296100,0.000500,0.019224,Zn_мг_кг,NGRDI,date2
97,0.031500,0.759100,-0.062200,0.545000,-0.035300,0.609200,0.206900,0.276200,0.042771,Zn_мг_кг,TGI,date2
97,-0.075800,0.460400,-0.236000,0.019900,-0.156800,0.023300,0.297000,0.000200,0.086757,Zn_мг_кг,ARVI,date2
97,-0.111600,0.276400,-0.284600,0.004700,-0.193800,0.005000,0.325100,0.000000,0.100115,Zn_мг_кг,BNDVI,date2
97,-0.064800,0.528400,-0.256700,0.011100,-0.177900,0.010000,0.321000,0.000000,0.101390,Zn_мг_кг,GRNDVI,date2
97,0.042500,0.679500,-0.248300,0.014200,-0.168400,0.014800,0.336100,0.000000,0.067820,Zn_мг_кг,MSR,date2
97,-0.016700,0.871200,-0.155000,0.129600,-0.103800,0.133000,0.244000,0.031800,0.096176,Zn_мг_кг,NLI,date2
97,0.162600,0.111500,-0.117500,0.251900,-0.078400,0.256500,0.278300,0.034900,0.056412,Zn_мг_кг,NIRv,date2
97,-0.100300,0.328200,-0.248300,0.014200,-0.168400,0.014800,0.295300,0.000100,0.104152,Zn_мг_кг,MSAVI2,date2
97,-0.024700,0.810000,-0.218700,0.031400,-0.145600,0.035100,0.293200,0.000800,0.012696,Zn_мг_кг,VARI,date2
97,-0.066700,0.516400,-0.224200,0.027300,-0.147700,0.032500,0.303500,0.000100,0.075516,Zn_мг_кг,GLI,date2
97,0.052000,0.613100,-0.287800,0.004300,-0.201600,0.003500,0.356000,0.000000,0.086013,Zn_мг_кг,SRre,date2
97,0.221200,0.029500,-0.122300,0.232600,-0.084000,0.224100,0.304100,0.014100,0.062617,Zn_мг_кг,RTVIcore,date2
97,-0.215200,0.034300,-0.352300,0.000400,-0.243800,0.000400,0.372900,0.000000,0.050484,Zn_мг_кг,CRI700,date2
97,0.130000,0.204500,0.262800,0.009300,0.174900,0.011400,0.320100,0.000000,0.066441,Zn_мг_кг,BGI,date2
97,0.062000,0.546300,0.219000,0.031200,0.146000,0.034600,0.284200,0.001100,0.054491,Zn_мг_кг,RGRI,date2
97,0.189400,0.063100,-0.136900,0.181000,-0.086200,0.212500,0.290300,0.040300,0.053317,Zn_мг_кг,SRPI,date2
46,-0.199600,0.183400,-0.122900,0.416000,-0.076500,0.454400,0.301100,0.180300,0.043673,Co_мг_кг,NDVI,date2
46,-0.200500,0.181500,-0.127700,0.397800,-0.103600,0.310900,0.319500,0.110500,0.093723,Co_мг_кг,NDRE,date2
46,-0.214000,0.153300,-0.119300,0.429500,-0.084200,0.410000,0.315700,0.126600,0.090434,Co_мг_кг,GNDVI,date2
46,-0.194800,0.194400,-0.127700,0.397800,-0.103600,0.310900,0.314100,0.116800,0.122145,Co_мг_кг,CIre,date2
46,-0.201100,0.180300,-0.119300,0.429500,-0.084200,0.410000,0.305700,0.143900,0.134130,Co_мг_кг,CIgreen,date2
46,-0.199700,0.183400,-0.122900,0.416000,-0.076500,0.454400,0.301100,0.180300,0.043673,Co_мг_кг,OSAVI,date2
46,-0.188500,0.209700,-0.159000,0.291200,-0.093900,0.358300,0.290400,0.228500,0.012307,Co_мг_кг,EVI,date2
46,-0.191900,0.201300,-0.122900,0.416000,-0.076500,0.454400,0.294800,0.197100,0.055386,Co_мг_кг,EVI2,date2
46,0.129800,0.389900,0.164700,0.274100,0.105500,0.302000,0.260100,0.428900,0.026512,Co_мг_кг,CCCI,date2
46,-0.008100,0.957500,0.058300,0.700100,0.031900,0.754700,0.261600,0.395900,0.140060,Co_мг_кг,MTCI,date2
46,-0.002300,0.988100,0.058300,0.700100,0.031900,0.754700,0.258500,0.430700,0.167740,Co_мг_кг,Datt,date2
46,-0.199700,0.183400,-0.122900,0.416000,-0.076500,0.454400,0.301100,0.180200,0.043673,Co_мг_кг,SAVI,date2
46,-0.184900,0.218600,-0.122900,0.416000,-0.076500,0.454400,0.288700,0.215900,0.061315,Co_мг_кг,WDRVI,date2
46,0.218900,0.143800,0.157500,0.295800,0.092000,0.368300,0.316500,0.185700,0.000000,Co_мг_кг,SIPI,date2
46,0.182900,0.223900,0.116800,0.439400,0.061000,0.550800,0.290200,0.227100,0.000000,Co_мг_кг,PSRI,date2
46,-0.145100,0.335900,-0.056700,0.708300,-0.045500,0.656300,0.283500,0.269000,0.018016,Co_мг_кг,ARI,date2
46,-0.229900,0.124400,-0.191200,0.203100,-0.121000,0.236500,0.320600,0.104400,0.008060,Co_мг_кг,TCARI,date2
46,-0.170100,0.258500,-0.156300,0.299600,-0.097800,0.338800,0.284000,0.223900,0.211712,Co_мг_кг,MCARI,date2
46,-0.047300,0.755000,-0.092000,0.543300,-0.037800,0.711900,0.290900,0.190800,0.046698,Co_мг_кг,TCARI_OSAVI,date2
46,-0.178600,0.235100,-0.188000,0.210900,-0.109400,0.284600,0.298700,0.163400,0.106485,Co_мг_кг,MCARI_OSAVI,date2
46,-0.170200,0.258200,-0.122900,0.416000,-0.076500,0.454400,0.274400,0.269200,0.093712,Co_мг_кг,SR,date2
46,-0.230500,0.123300,-0.168300,0.263500,-0.115200,0.259800,0.311400,0.127200,0.058862,Co_мг_кг,DVI,date2
46,-0.217300,0.146800,-0.150100,0.319300,-0.107500,0.293200,0.310800,0.132600,0.077622,Co_мг_кг,RDVI,date2
46,-0.185700,0.216700,-0.121000,0.423100,-0.066800,0.513500,0.291100,0.201300,0.067476,Co_мг_кг,RENDVI,date2
46,-0.198400,0.186200,-0.116100,0.442100,-0.088100,0.388800,0.310400,0.140300,0.105698,Co_мг_кг,LCI,date2
46,-0.040000,0.792000,-0.041900,0.782300,-0.033900,0.740300,0.179100,0.828900,0.000000,Co_мг_кг,CVI,date2
46,0.119300,0.429600,0.131600,0.383200,0.088100,0.388800,0.252000,0.466900,0.044979,Co_мг_кг,NPCI,date2
46,-0.166100,0.269900,-0.121900,0.419700,-0.066800,0.513500,0.277800,0.267500,0.049195,Co_мг_кг,NGRDI,date2
46,-0.195100,0.193800,-0.144500,0.338200,-0.088100,0.388800,0.303600,0.156700,0.104695,Co_мг_кг,TGI,date2
46,-0.193400,0.197800,-0.139300,0.356000,-0.082300,0.420900,0.295700,0.203900,0.033659,Co_мг_кг,ARVI,date2
46,-0.211000,0.159300,-0.120600,0.424500,-0.086200,0.399300,0.310200,0.139200,0.107018,Co_мг_кг,BNDVI,date2
46,-0.202200,0.177700,-0.136400,0.365900,-0.101600,0.320100,0.303800,0.163700,0.096538,Co_мг_кг,GRNDVI,date2
46,-0.182100,0.225800,-0.122900,0.416000,-0.076500,0.454400,0.285500,0.229600,0.074098,Co_мг_кг,MSR,date2
46,-0.241600,0.105700,-0.150600,0.317700,-0.109400,0.284600,0.327000,0.087300,0.054550,Co_мг_кг,NLI,date2
46,-0.215800,0.149800,-0.145800,0.333600,-0.105500,0.302000,0.306300,0.140600,0.117060,Co_мг_кг,NIRv,date2
46,-0.209900,0.161400,-0.122900,0.416000,-0.076500,0.454400,0.308900,0.162600,0.031208,Co_мг_кг,MSAVI2,date2
46,-0.170600,0.257000,-0.127400,0.398900,-0.066800,0.513500,0.279600,0.261200,0.046240,Co_мг_кг,VARI,date2
46,-0.170600,0.256900,-0.101100,0.503800,-0.062900,0.538200,0.285100,0.220700,0.074053,Co_мг_кг,GLI,date2
46,-0.194800,0.194400,-0.127700,0.397800,-0.103600,0.310900,0.314100,0.116800,0.122145,Co_мг_кг,SRre,date2
46,-0.226800,0.129600,-0.161500,0.283700,-0.122900,0.229100,0.311000,0.130800,0.056953,Co_мг_кг,RTVIcore,date2
46,-0.149700,0.320600,-0.078000,0.606300,-0.051300,0.615700,0.270800,0.301900,0.050418,Co_мг_кг,CRI700,date2
46,0.184100,0.220800,0.127100,0.399900,0.080300,0.431900,0.295300,0.185600,0.035359,Co_мг_кг,BGI,date2
46,0.176400,0.241000,0.121900,0.419700,0.066800,0.513500,0.285900,0.236900,0.006185,Co_мг_кг,RGRI,date2
46,-0.124700,0.408900,-0.131600,0.383200,-0.088100,0.388800,0.250600,0.469400,0.042972,Co_мг_кг,SRPI,date2
